Nome,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
ANA TAYVILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANA VALENTINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANA VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANA VICTÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANA VITORIA,0,245,585,1304,1315,2715,0,52,21,29,13,5,5,3,1
ANA VITÓRIA,0,0,0,0,0,0,1477,534,642,667,115,14,19,15,5
ANA ZELIA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ANABELLA BORTOLI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANABELLA VALENTINA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANABELLE VALENTINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANACHIARA POMPEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANAHI THAYSSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANAIAS MARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANALI ROXANY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANALICE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ANALICE CASTILHO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANANDA ISABELLE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANANDA JUSSARA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANAÍLA GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANAÍSA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDER FÓTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDERSON,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
ANDERSON ANTONIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDERSON CHAMORRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDERSON CLEBER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDERSON GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDERSON GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDERSON JOSÉ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDERSON JÚNIOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDERSON KAUÊ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDERSON RANIEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDERSON RENAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDERSON RUAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDEYLSON JOSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRE ACOSTA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDRE GABRIEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRE LUIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
ANDRE LUIZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRE PASSOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDREA ELIZABETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDREA MICAELEM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDREI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDREI CORDEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDREINA ARAUJO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANDRESSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
ANDRESSA CARLOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRESSA CRISTINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRESSA FERNANDA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRESSA FREITAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRESSA MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDRESSA ROCHA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRESSA VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDREW CASSIANO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDREW PINHEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDREY GUSTAVO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANDREZA BARROZO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDREZA VITORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ANDRIEL DAVI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANDRIEL GARCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDRIEL GUSTAVO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ANDRIEL SIMPLICIO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANDRIELE CRISTINY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDRIELE MANTOVANI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRIELI HONÓRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDRIELI THAIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDRIW LUKAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRÉ,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
ANDRÉ ALEXANDRE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANDRÉ DAVI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDRÉ FELIPE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
ANDRÉ GUSTAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDRÉ JÚLIO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRÉ LAZARO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDRÉ LUCAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRÉ LUIZ,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ANDRÉ MARCOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRÉ THIAGO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDRÉ ZAQUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANDRÊY MARQUIS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANE BARRIM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANE BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANE GABRIELE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANE GABRIELHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANE GABRIELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANELIS CRUZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANGEL ARIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANGELA CRISTINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANGELA VITÓRIA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ANGELICA VITORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANGELINA COMMAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANGELINA NAOMI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANGELINA VITÓRIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANGELINA VU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANGELINA YVOTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANGELINA ZAGRAJCZUK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANGELO CAETANO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANGELO GABRIEL,0,0,0,0,0,134,0,0,0,0,1,3,1,0,2
ANGELO GABRYEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANGELO ISAIAS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANGELO MATHEUS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANGELO MIGUEL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
ANGELO RAFAEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANGELO RAYK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANGELO URBANSKI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANGÉLICA JOAQUINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANGÉLICA REBONATO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANGÊLO RUAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANILDO BOLGARIM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANITA BAZZANELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANITA VALCANOVER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANIZA CLARESSA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANNA ALICE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANNA ALÍCIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
ANNA BELLA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNA CARLLA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNA CAROLINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNA CLARA,0,0,0,0,0,0,0,6,5,161,12,0,1,2,2
ANNA COUTO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNA ISNA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNA JAMILLY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNA JULIA,0,0,0,0,0,33,0,15,12,0,0,0,3,0,1
ANNA JULLYA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANNA JÚLIA,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
ANNA JÚLLYA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNA KAROLINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNA KAROLYNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANNA KETLEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNA LAURA,0,0,0,0,0,125,0,0,0,0,6,2,0,1,0
ANNA LIZ,353,498,0,0,0,0,0,0,0,0,0,0,0,0,0
ANNA LOUYSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANNA LUIZA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ANNA LUYZA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNA MARIA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ANNA PAULA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNA RAQUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANNA RHITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANNA ROSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ANNA RUTH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNA SOFIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANNA VICTÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ANNA VITORIA,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
ANNA VITÓRIA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ANNA-CAROLINE RANGEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNA-SOPHIE MACIEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNALÚ PIRAGIBE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANNE BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ANNE CAROLINE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANNE JAMYLLE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANNE SOPHIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANNE VALENTINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANNIE SOPHIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNIELYS GONÇALVES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANNY BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ANNY BEATRYZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANNY ESTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANNY KAROLINE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNY LOYSI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANNY MARCELLY,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ANNY REBECA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTERO LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTHONNY CÉSAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTHONNY ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTHONY,13580,15168,10463,6623,5579,0,0,11,0,0,0,0,0,0,0
ANTHONY GABRIEL,3431,3082,688,570,380,1799,856,475,90,67,0,0,1,0,0
ANTHONY GAEL,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTHONY GUILHERME,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTHONY ISAC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTHONY MARCOS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTHONY MIGUEL,0,0,0,0,0,58,64,0,0,0,0,0,0,0,0
ANTHONY RAVI,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTONELLA,9520,9372,7024,6936,7268,962,261,0,0,0,0,0,0,0,0
ANTONELLA BRANDÃO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONELLA PESSOA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONI CHRISTIAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIA ALEXIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIA ANGÉLICA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIA DANIELE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIA HELOISA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ANTONIA LETÍCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONIA LOUHANY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONIA SOPHIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIA TAYNARA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIA VICTÓRIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANTONIO,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0
ANTONIO ALESSANDERSON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIO BENTO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO CARLOS,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
ANTONIO DAVI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONIO DÊNIS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO ELISSANDRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO FABRICIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONIO GARCIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIO HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO IARLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONIO ITALO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONIO JOAQUIM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIO JOSÉ,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
ANTONIO LUCAS,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ANTONIO MACIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANTONIO MARCIEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO MURILO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO PEDRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONIO RAFAEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIO RODRIGO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANTONIO SAMUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONIO SINEDINO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIO VINICIUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONIO ZILTON,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTONY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONY FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTONY GABRIEL,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2
ANTONY MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTONY-RAFAEL GALVÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANTÔNIA CLÁUDIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANTÔNIA LARISSA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIA LEMOS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ANTÔNIA VANESSA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTÔNIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIO CASTRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTÔNIO DANIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIO FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ANTÔNIO GUSTAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIO JOSÉ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANTÔNIO KAUÊ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIO LEANDRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTÔNIO LEVI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIO LUAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANTÔNIO MANOEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANTÔNIO MARCOS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTÔNIO MIGUEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANTÔNIO PABLO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTÔNIO RAFAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTÔNIO VITOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANTÔNIO VÍTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANY CAROLINE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANY VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
APORI\'A SURUÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AQUILES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AQUILES JORGE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARCANJO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARIANE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ARIANE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARIANNE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARIANNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARIANY LIBÓRIO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARIEL FERNANDO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARIEL PAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARIEL RIVER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARIEL VITOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARIELLA MINEU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARIELLE VITORIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARIELLI GRACIANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ARIELLY,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ARIELLY EDNA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARIELTON NICOLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARIELY SOFIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARISTEU EMANOEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARLAN THAYLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARLETE CANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARLINDO KULINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARLÉCIA BATISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARMANDO RAFAEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARNOLD MATHEUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTHUR,18496,21311,25292,28932,30893,8374,17119,10662,10733,9763,263,16,5,8,2
ARTHUR -,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR ALERRANDRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR ARAUJO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR AURÉLIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTHUR AZEVEDO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ARTHUR BENONE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ARTHUR BENÍCIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR BIAZI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR BÊNJAMIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR COSTA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ARTHUR CRISTOPHER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR CRUZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTHUR DANIEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARTHUR EDUARDO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARTHUR FARIAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR GABRIEL,0,0,0,554,1076,2476,2374,1029,866,292,36,2,2,0,0
ARTHUR GALDINO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARTHUR GUILHERME,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
ARTHUR HENRIQUE,0,0,0,0,0,1981,465,320,434,243,44,0,1,0,2
ARTHUR JEREMIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR JOSÉ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR JÚNIOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR KALEB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARTHUR LORENZO,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
ARTHUR LUCA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR LUIS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARTHUR MATOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR MENDONCA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARTHUR MIGUEL,0,150,603,1199,929,4503,4226,2785,1394,173,5,1,1,0,0
ARTHUR MIRANDA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR MOISES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARTHUR MOURA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR NICOLLAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTHUR OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ARTHUR PASSOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARTHUR PHILLIPE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARTHUR PIETRO,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
ARTHUR PIMENTEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTHUR PORTUGAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR RAFAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHUR RAPHAEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARTHUR SANTOS,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
ARTHUR VINICIUS,0,0,0,0,0,65,0,0,0,0,0,0,0,1,0
ARTHUR VINÍCIUS,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
ARTHUYLLIO JAIANDERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTUR,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ARTUR ALESSANDE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARTUR ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTUR DANIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTUR JOSÉ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARTUR SOUSA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARTUR YANOMAMI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARWEN EVE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARYANNE NYCOLLE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARYELLE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASAFE,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASAFE GABRYEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASAFI THERRY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASHALLA JULIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ATAUANE BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATHENA LARA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATHÁLIAH LYA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATTOS GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
